,Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Bucket
34115,2019-10-09,Delhi,90.08,248.21,44.17,15.88,1.09,7.09,150.0,Moderate
70571,2019-10-09,Thiruvananthapuram,15.64,34.77,4.8,1.73,0.9,29.73,55.0,Satisfactory
63085,2019-10-09,Bengaluru,31.84,49.27,41.5,5.02,0.8,56.86,109.0,Moderate
85308,2019-10-09,Hyderabad,41.38,65.39,27.16,1.36,0.61,17.35,70.0,Satisfactory
8145,2019-10-09,Delhi,79.99,221.86,73.74,17.89,2.0,59.53,182.0,Moderate
49226,2019-10-09,Delhi,60.69,104.65,23.41,4.92,1.29,60.62,165.0,Moderate
17421,2019-10-09,Delhi,95.38,389.0,44.02,10.89,1.68,42.54,306.0,Very Poor
44268,2019-10-09,Delhi,96.08,241.57,25.77,6.17,1.29,34.54,176.0,Moderate
6229,2019-10-09,Delhi,74.35,135.21,29.93,15.6,0.9,74.32,131.0,Moderate
76674,2019-10-09,Bhopal,36.92,114.12,32.53,12.3,0.83,79.94,123.0,Moderate
24908,2019-10-09,Delhi,83.14,183.53,64.22,17.62,1.2,65.58,195.0,Moderate
86541,2019-10-09,Hyderabad,57.73,88.04,17.42,2.44,0.61,28.94,93.0,Satisfactory
52999,2019-10-09,Ahmedabad,108.07,195.19,204.06,130.56,82.73,67.73,1389.0,Severe
74520,2019-10-09,Mumbai,19.59,41.93,17.19,5.2,4.09,26.0,160.0,Moderate
64553,2019-10-09,Bengaluru,34.78,54.73,48.89,3.42,1.2,32.49,71.0,Satisfactory
98504,2019-10-09,Coimbatore,37.4,42.97,6.55,10.09,1.71,37.95,91.0,Satisfactory
36915,2019-10-09,Delhi,75.46,197.09,33.81,12.42,1.61,50.45,150.0,Moderate
82960,2019-10-09,Jaipur,41.64,97.31,18.23,6.43,1.29,38.95,105.0,Moderate
37797,2019-10-09,Delhi,66.77,134.91,18.25,3.66,0.93,30.4,116.0,Moderate
104910,2019-10-09,Kolkata,12.65,83.82,15.5,4.09,0.34,19.21,101.0,Moderate
79871,2019-10-09,Amritsar,47.82,71.06,12.56,4.19,0.33,32.11,81.0,Satisfactory
106623,2019-10-09,Kolkata,14.54,26.18,14.51,5.18,0.22,24.04,44.0,Good
39710,2019-10-09,Delhi,73.35,73.35,75.42,15.6,1.8,187.57,301.0,Very Poor
34997,2019-10-09,Delhi,105.11,208.0,47.11,14.01,1.76,67.79,213.0,Poor
107768,2019-10-09,Kolkata,14.11,36.63,27.21,2.19,1.05,17.34,63.0,Satisfactory
684,2019-10-09,Amaravati,27.63,44.01,11.48,18.89,0.89,31.23,78.0,Satisfactory
74898,2019-10-09,Mumbai,27.06,65.59,56.8,8.57,0.35,34.18,106.0,Moderate
24026,2019-10-09,Delhi,75.11,136.03,22.18,9.36,1.42,35.96,132.0,Moderate
84193,2019-10-09,Hyderabad,52.62,72.12,26.47,8.82,0.73,32.34,92.0,Satisfactory
106019,2019-10-09,Kolkata,9.11,26.04,10.88,4.79,0.35,7.95,37.0,Good
10785,2019-10-09,Delhi,96.92,223.71,74.92,13.68,1.67,99.99,216.0,Poor
73360,2019-10-09,Mumbai,28.28,64.37,30.86,3.98,0.72,13.72,111.0,Moderate
9027,2019-10-09,Delhi,74.19,170.04,49.14,17.83,1.39,71.79,192.0,Moderate
76075,2019-10-09,Mumbai,22.18,48.63,23.31,2.81,0.36,20.85,72.0,Satisfactory
15657,2019-10-09,Delhi,84.93,203.23,42.82,9.01,1.21,56.53,175.0,Moderate
73734,2019-10-09,Mumbai,23.12,48.48,17.38,10.06,0.43,19.93,65.0,Satisfactory
81978,2019-10-09,Jaipur,55.26,115.34,57.72,15.13,0.76,40.08,108.0,Moderate
25790,2019-10-09,Delhi,70.04,166.56,67.74,9.02,1.69,50.82,140.0,Moderate
94100,2019-10-09,Chennai,15.4,79.42,9.38,8.65,0.73,118.45,171.0,Moderate
27701,2019-10-09,Delhi,72.77,180.81,65.56,10.44,2.17,17.08,151.0,Moderate
74126,2019-10-09,Mumbai,28.33,110.3,51.2,9.59,0.41,27.04,115.0,Moderate
30342,2019-10-09,Delhi,89.89,276.46,32.86,8.18,1.36,11.99,169.0,Moderate
16539,2019-10-09,Delhi,67.32,164.86,49.69,6.38,1.56,11.5,130.0,Moderate
40440,2019-10-09,Delhi,67.01,144.06,56.35,17.14,1.51,41.72,125.0,Moderate
5630,2019-10-09,Chandigarh,53.12,120.09,5.73,13.54,0.85,16.92,108.0,Moderate
68995,2019-10-09,Bengaluru,26.07,65.1,44.56,1.52,1.12,29.72,74.0,Satisfactory
37798,2019-10-10,Delhi,83.03,155.12,15.34,6.65,0.95,31.88,146.0,Moderate
86542,2019-10-10,Hyderabad,37.25,52.75,21.56,1.96,0.58,20.8,78.0,Satisfactory
64554,2019-10-10,Bengaluru,44.11,74.24,40.42,3.08,1.07,30.86,81.0,Satisfactory
49227,2019-10-10,Delhi,74.35,123.17,34.17,6.9,1.38,67.16,173.0,Moderate
34998,2019-10-10,Delhi,95.92,194.3,51.3,11.13,1.34,81.97,229.0,Poor
48497,2019-10-10,Delhi,95.67,202.96,25.22,11.81,0.88,66.41,212.0,Poor
50109,2019-10-10,Delhi,128.39,247.65,8.96,22.11,1.2,49.55,241.0,Poor
10786,2019-10-10,Delhi,139.83,282.26,71.15,14.09,1.32,66.75,286.0,Poor
30343,2019-10-10,Delhi,133.52,307.33,31.41,7.43,1.35,14.74,272.0,Poor
15658,2019-10-10,Delhi,124.14,278.75,44.04,10.8,1.37,62.38,235.0,Poor
60652,2019-10-10,Bengaluru,37.57,69.32,37.26,2.83,0.7,70.21,157.0,Moderate
53000,2019-10-10,Ahmedabad,117.13,188.14,199.03,134.87,59.24,62.92,1195.0,Severe
76675,2019-10-10,Bhopal,42.55,126.36,43.5,10.09,1.05,66.05,118.0,Moderate
6230,2019-10-10,Delhi,107.94,198.83,43.18,19.84,1.05,49.14,201.0,Poor
17422,2019-10-10,Delhi,98.53,331.97,58.71,9.49,1.71,48.81,299.0,Poor
98505,2019-10-10,Coimbatore,33.08,40.8,12.03,10.22,1.77,29.95,95.0,Satisfactory
74899,2019-10-10,Mumbai,49.44,103.96,53.6,10.43,0.49,52.66,146.0,Moderate
107769,2019-10-10,Kolkata,16.83,44.97,33.79,3.41,1.29,14.04,67.0,Satisfactory
39711,2019-10-10,Delhi,98.16,98.16,93.87,24.99,1.8,237.2,313.0,Very Poor
24027,2019-10-10,Delhi,96.43,154.8,22.91,10.89,1.2,45.99,184.0,Moderate
104911,2019-10-10,Kolkata,23.46,173.67,23.78,4.83,0.7,21.61,154.0,Moderate
75294,2019-10-10,Mumbai,35.02,78.35,23.88,11.7,0.8,5.27,64.0,Satisfactory
74521,2019-10-10,Mumbai,35.58,68.96,20.97,5.91,1.05,23.21,82.0,Satisfactory
82961,2019-10-10,Jaipur,40.73,96.22,16.67,7.31,0.62,33.63,98.0,Satisfactory
685,2019-10-10,Amaravati,21.05,31.3,14.29,12.85,0.7,24.81,45.0,Good
5631,2019-10-10,Chandigarh,56.82,121.89,6.53,12.52,0.74,19.27,117.0,Moderate
76076,2019-10-10,Mumbai,47.15,83.77,31.74,3.38,0.63,24.32,64.0,Satisfactory
106020,2019-10-10,Kolkata,16.83,37.96,18.73,5.59,0.67,8.02,37.0,Good
34116,2019-10-10,Delhi,122.6,311.56,46.86,16.0,1.07,6.48,262.0,Poor
91713,2019-10-10,Hyderabad,51.64,98.36,28.27,2.64,0.66,29.27,99.0,Satisfactory
29613,2019-10-10,Delhi,93.39,154.51,61.22,2.83,0.89,31.31,168.0,Moderate
8146,2019-10-10,Delhi,117.31,273.98,96.83,11.91,1.43,37.13,229.0,Poor
94101,2019-10-10,Chennai,12.32,67.66,8.37,7.72,0.55,112.03,156.0,Moderate
40441,2019-10-10,Delhi,82.58,169.16,67.58,20.35,1.48,45.4,187.0,Moderate
63086,2019-10-10,Bengaluru,36.05,67.58,39.83,5.77,0.71,35.42,93.0,Satisfactory
72581,2019-10-10,Mumbai,30.44,65.19,23.83,4.44,2.61,11.82,111.0,Moderate
106955,2019-10-10,Kolkata,7.51,22.77,21.11,4.7,0.5,16.83,38.0,Good
47615,2019-10-10,Delhi,101.65,375.29,91.96,3.73,2.19,52.78,338.0,Very Poor
2649,2019-10-10,Guwahati,20.81,40.97,11.06,14.25,0.47,18.3,34.0,Good
80865,2019-10-10,Jaipur,27.89,76.03,53.87,12.09,0.94,44.33,111.0,Moderate
72967,2019-10-10,Mumbai,22.7,44.92,1.48,31.52,0.5,10.13,39.0,Good
85309,2019-10-10,Hyderabad,28.38,54.46,42.57,1.64,0.58,13.69,62.0,Satisfactory
70572,2019-10-10,Thiruvananthapuram,18.4,33.61,4.23,0.95,0.84,40.39,67.0,Satisfactory
105625,2019-10-10,Kolkata,19.51,31.17,20.05,4.69,0.4,26.6,45.0,Good
50991,2019-10-10,Delhi,125.06,273.33,57.1,14.46,1.43,46.46,234.0,Poor
73361,2019-10-10,Mumbai,48.84,112.99,34.35,4.96,0.97,16.67,127.0,Moderate
81979,2019-10-10,Jaipur,51.01,104.0,62.77,10.25,0.69,30.49,103.0,Moderate
73735,2019-10-10,Mumbai,45.52,72.06,26.16,17.0,0.64,26.06,67.0,Satisfactory
84194,2019-10-10,Hyderabad,32.3,51.9,28.45,7.92,0.61,30.51,71.0,Satisfactory
74127,2019-10-10,Mumbai,37.01,109.24,65.37,10.33,0.59,35.68,112.0,Moderate
25791,2019-10-10,Delhi,83.21,188.32,83.04,11.31,1.54,56.93,165.0,Moderate
68996,2019-10-10,Bengaluru,30.06,71.26,34.26,1.35,0.54,30.51,111.0,Moderate
16540,2019-10-10,Delhi,81.07,184.78,67.36,15.09,1.77,11.44,150.0,Moderate
36916,2019-10-10,Delhi,93.17,219.62,43.33,15.91,1.58,66.84,203.0,Poor
79872,2019-10-10,Amritsar,36.76,64.47,11.64,1.64,0.31,42.89,77.0,Satisfactory
43387,2019-10-10,Delhi,71.09,191.2,69.63,4.46,1.03,58.51,157.0,Moderate
44269,2019-10-10,Delhi,131.46,291.42,28.78,7.4,1.26,39.51,263.0,Poor
9028,2019-10-10,Delhi,114.94,229.58,60.21,19.21,1.43,70.08,213.0,Poor
24909,2019-10-10,Delhi,128.7,251.56,69.3,17.92,1.4,58.07,241.0,Poor
106624,2019-10-10,Kolkata,23.06,39.63,18.78,4.32,0.43,16.69,29.0,Good
33234,2019-10-10,Delhi,92.0,189.81,27.4,10.09,1.09,63.55,182.0,Moderate
27702,2019-10-10,Delhi,80.5,189.55,72.01,11.09,2.09,23.88,159.0,Moderate
2147,2019-10-10,Visakhapatnam,25.84,80.25,47.16,28.64,0.93,20.76,81.0,Satisfactory
105227,2019-10-10,Kolkata,7.81,24.96,4.97,5.44,0.42,15.92,36.0,Good
43388,2019-10-11,Delhi,73.61,202.25,73.49,4.82,0.4,59.33,170.0,Moderate
8147,2019-10-11,Delhi,135.04,294.97,86.24,10.76,2.9,29.79,307.0,Very Poor
78652,2019-10-11,Talcher,21.72,52.51,9.95,26.97,1.1,12.19,81.0,Satisfactory
94102,2019-10-11,Chennai,13.08,55.08,7.45,7.8,0.49,115.36,155.0,Moderate
85310,2019-10-11,Hyderabad,22.32,45.77,29.52,1.87,0.57,19.15,51.0,Satisfactory
16541,2019-10-11,Delhi,87.75,185.73,75.22,5.55,3.42,3.7,191.0,Moderate
40442,2019-10-11,Delhi,87.76,176.94,59.7,17.26,1.62,37.65,210.0,Poor
33235,2019-10-11,Delhi,74.02,138.88,19.79,8.67,0.77,50.99,180.0,Moderate
107770,2019-10-11,Kolkata,43.43,75.93,47.39,4.27,1.8,22.29,127.0,Moderate
63087,2019-10-11,Bengaluru,45.39,79.0,36.8,5.57,0.61,36.51,94.0,Satisfactory
76387,2019-10-11,Shillong,17.72,19.46,3.63,5.76,0.44,29.2,45.0,Good
84195,2019-10-11,Hyderabad,30.64,54.96,20.59,10.75,0.51,42.35,70.0,Satisfactory
5632,2019-10-11,Chandigarh,50.45,106.22,6.51,10.38,0.74,11.03,107.0,Moderate
74128,2019-10-11,Mumbai,61.37,113.64,66.59,10.04,0.48,39.48,149.0,Moderate
34117,2019-10-11,Delhi,89.19,211.08,35.51,10.24,0.85,5.24,261.0,Poor
74522,2019-10-11,Mumbai,33.19,66.9,18.85,5.43,4.27,34.66,180.0,Moderate
80866,2019-10-11,Jaipur,31.23,83.79,46.04,11.46,0.86,61.67,105.0,Moderate
76077,2019-10-11,Mumbai,33.36,59.16,34.97,2.43,0.35,38.97,92.0,Satisfactory
72582,2019-10-11,Mumbai,24.79,51.49,24.07,4.18,2.47,11.63,109.0,Moderate
106625,2019-10-11,Kolkata,39.8,70.75,23.75,5.06,0.57,27.16,71.0,Satisfactory
36917,2019-10-11,Delhi,96.14,203.17,47.58,12.62,1.7,39.67,218.0,Poor
49228,2019-10-11,Delhi,84.38,148.96,33.27,4.99,1.25,46.1,205.0,Poor
72968,2019-10-11,Mumbai,33.18,56.14,3.62,33.86,0.57,18.19,56.0,Satisfactory
47616,2019-10-11,Delhi,109.5,336.74,69.0,2.97,2.91,64.99,319.0,Very Poor
91714,2019-10-11,Hyderabad,41.35,64.8,23.29,2.08,0.54,28.46,84.0,Satisfactory
29614,2019-10-11,Delhi,100.65,171.27,56.7,3.06,1.33,31.45,232.0,Poor
106021,2019-10-11,Kolkata,43.2,71.58,26.23,5.94,1.14,15.34,114.0,Moderate
75295,2019-10-11,Mumbai,48.2,107.85,33.98,10.61,0.81,5.33,106.0,Moderate
73362,2019-10-11,Mumbai,44.91,101.22,40.68,4.32,0.85,13.45,133.0,Moderate
25792,2019-10-11,Delhi,95.56,206.24,86.68,8.34,1.57,41.63,218.0,Poor
82962,2019-10-11,Jaipur,50.32,109.67,16.4,10.53,0.83,46.51,103.0,Moderate
105228,2019-10-11,Kolkata,27.37,51.16,4.86,5.9,0.58,23.54,74.0,Satisfactory
106956,2019-10-11,Kolkata,9.45,43.98,27.58,5.7,0.7,22.3,85.0,Satisfactory
60653,2019-10-11,Bengaluru,47.73,93.58,44.99,2.52,0.79,55.81,144.0,Moderate
64555,2019-10-11,Bengaluru,50.38,95.12,44.88,3.15,1.11,38.08,86.0,Satisfactory
81980,2019-10-11,Jaipur,62.07,109.95,62.25,10.57,0.82,42.44,105.0,Moderate
77727,2019-10-11,Brajrajnagar,32.77,72.72,11.04,9.77,1.1,6.51,90.0,Satisfactory
104912,2019-10-11,Kolkata,52.31,84.67,28.98,6.21,0.99,26.43,100.0,Satisfactory
2650,2019-10-11,Guwahati,32.15,63.9,14.46,15.3,0.73,18.47,78.0,Satisfactory
2148,2019-10-11,Visakhapatnam,24.45,99.34,45.24,26.95,0.72,14.83,100.0,Satisfactory
37799,2019-10-11,Delhi,89.24,155.66,4.99,3.81,1.22,14.78,190.0,Moderate
34999,2019-10-11,Delhi,106.12,195.75,54.92,11.25,1.47,38.86,241.0,Poor
15659,2019-10-11,Delhi,109.88,230.71,35.41,8.01,1.13,53.27,302.0,Very Poor
50110,2019-10-11,Delhi,106.21,208.48,2.43,15.5,1.07,34.96,290.0,Poor
76676,2019-10-11,Bhopal,53.12,155.77,38.56,7.99,0.96,57.36,141.0,Moderate
50992,2019-10-11,Delhi,115.27,257.48,46.23,12.38,1.32,40.46,305.0,Very Poor
17423,2019-10-11,Delhi,101.4,319.72,33.06,6.64,1.54,39.47,282.0,Poor
686,2019-10-11,Amaravati,18.12,33.96,11.78,14.24,0.46,17.41,43.0,Good
105626,2019-10-11,Kolkata,44.07,69.95,29.57,5.57,0.79,30.4,84.0,Satisfactory
73736,2019-10-11,Mumbai,34.93,63.4,23.02,17.96,0.52,29.75,78.0,Satisfactory
30344,2019-10-11,Delhi,109.54,264.79,27.15,9.31,1.17,6.54,301.0,Very Poor
53001,2019-10-11,Ahmedabad,70.26,153.84,211.8,139.0,34.88,67.9,615.0,Severe
44270,2019-10-11,Delhi,127.12,242.35,19.57,6.49,1.3,36.09,305.0,Very Poor
9029,2019-10-11,Delhi,110.38,228.96,63.0,17.85,1.35,59.68,285.0,Poor
68997,2019-10-11,Bengaluru,33.9,78.44,37.07,1.33,0.51,30.06,76.0,Satisfactory
6231,2019-10-11,Delhi,105.77,213.26,51.72,15.91,1.07,47.27,269.0,Poor
70573,2019-10-11,Thiruvananthapuram,12.32,29.79,4.47,2.16,0.9,29.86,58.0,Satisfactory
27703,2019-10-11,Delhi,93.75,200.28,82.09,11.71,1.97,16.77,192.0,Moderate
86543,2019-10-11,Hyderabad,31.97,53.65,17.56,2.39,0.44,25.67,55.0,Satisfactory
98506,2019-10-11,Coimbatore,36.99,45.64,23.55,10.68,1.78,33.03,95.0,Satisfactory
10787,2019-10-11,Delhi,132.73,226.32,66.28,11.37,0.97,59.27,317.0,Very Poor
48498,2019-10-11,Delhi,91.21,186.54,25.48,10.85,0.95,55.06,226.0,Poor
74900,2019-10-11,Mumbai,41.42,86.63,57.37,9.34,0.39,58.8,165.0,Moderate
24028,2019-10-11,Delhi,80.19,126.31,22.06,9.38,1.39,49.63,225.0,Poor
24910,2019-10-11,Delhi,122.75,246.18,64.86,18.67,1.34,65.79,308.0,Very Poor
39712,2019-10-11,Delhi,95.95,95.95,61.65,13.06,1.35,211.1,317.0,Very Poor
9030,2019-10-12,Delhi,113.52,234.83,64.56,17.74,1.5,53.81,269.0,Poor
106626,2019-10-12,Kolkata,73.31,130.63,32.72,3.6,0.71,32.75,117.0,Moderate
73363,2019-10-12,Mumbai,61.55,139.15,43.53,4.22,1.05,51.01,130.0,Moderate
10788,2019-10-12,Delhi,133.89,225.65,57.1,11.99,0.95,66.13,310.0,Very Poor
105229,2019-10-12,Kolkata,40.98,68.4,4.88,5.2,0.91,43.09,103.0,Moderate
75296,2019-10-12,Mumbai,46.42,89.36,25.28,10.6,0.63,5.35,94.0,Satisfactory
6232,2019-10-12,Delhi,102.75,190.57,45.94,18.12,1.02,46.4,243.0,Poor
27704,2019-10-12,Delhi,93.2,214.24,85.77,14.44,2.22,16.64,213.0,Poor
24911,2019-10-12,Delhi,123.54,257.96,67.2,17.68,1.46,48.15,302.0,Very Poor
36918,2019-10-12,Delhi,98.04,207.42,42.94,12.75,1.85,40.67,223.0,Poor
29615,2019-10-12,Delhi,89.81,154.71,57.35,3.17,0.9,28.0,217.0,Poor
49229,2019-10-12,Delhi,80.15,128.6,35.93,6.64,1.53,54.0,213.0,Poor
91715,2019-10-12,Hyderabad,42.86,75.48,24.28,2.38,0.52,28.31,70.0,Satisfactory
68998,2019-10-12,Bengaluru,24.6,50.95,18.75,1.69,0.45,29.95,65.0,Satisfactory
47617,2019-10-12,Delhi,115.44,330.57,71.68,3.14,3.81,65.64,282.0,Poor
77728,2019-10-12,Brajrajnagar,28.89,57.42,10.42,9.01,2.02,4.42,104.0,Moderate
106957,2019-10-12,Kolkata,28.55,51.84,30.32,4.25,0.78,30.26,86.0,Satisfactory
50111,2019-10-12,Delhi,124.75,237.25,1.19,16.71,1.14,28.91,285.0,Poor
98507,2019-10-12,Coimbatore,27.83,35.86,14.49,10.65,1.74,34.71,93.0,Satisfactory
74129,2019-10-12,Mumbai,49.1,154.96,60.79,11.38,0.66,67.87,138.0,Moderate
39713,2019-10-12,Delhi,98.21,98.21,50.13,11.48,1.34,200.45,308.0,Very Poor
84196,2019-10-12,Hyderabad,28.86,68.24,24.07,9.02,0.52,44.97,76.0,Satisfactory
76388,2019-10-12,Shillong,21.02,34.85,3.58,6.14,0.31,36.64,46.0,Good
63088,2019-10-12,Bengaluru,39.86,76.33,35.67,5.34,0.88,27.51,82.0,Satisfactory
74901,2019-10-12,Mumbai,60.72,147.57,52.72,11.41,0.63,50.47,162.0,Moderate
86544,2019-10-12,Hyderabad,28.79,58.18,17.58,1.95,0.4,27.14,58.0,Satisfactory
48499,2019-10-12,Delhi,95.96,197.5,26.98,11.52,1.02,54.22,215.0,Poor
33236,2019-10-12,Delhi,81.96,159.88,22.18,8.11,0.85,56.45,162.0,Moderate
16542,2019-10-12,Delhi,90.98,197.96,68.43,6.59,0.75,9.65,190.0,Moderate
15660,2019-10-12,Delhi,115.73,234.06,31.07,9.28,1.15,60.32,267.0,Poor
104913,2019-10-12,Kolkata,55.44,77.72,32.21,4.28,1.07,41.7,97.0,Satisfactory
107771,2019-10-12,Kolkata,55.8,89.65,51.8,3.23,2.03,28.01,157.0,Moderate
44271,2019-10-12,Delhi,130.25,243.62,18.0,6.06,1.28,25.99,308.0,Very Poor
94103,2019-10-12,Chennai,14.6,72.77,6.33,8.82,0.4,119.1,162.0,Moderate
76677,2019-10-12,Bhopal,48.92,175.24,56.37,10.03,1.37,61.57,140.0,Moderate
60654,2019-10-12,Bengaluru,34.46,80.59,36.63,3.15,0.73,48.95,112.0,Moderate
81981,2019-10-12,Jaipur,62.44,114.33,61.44,10.86,0.93,47.41,109.0,Moderate
17424,2019-10-12,Delhi,116.9,294.98,39.43,7.67,2.14,40.54,252.0,Poor
2651,2019-10-12,Guwahati,41.46,82.09,17.13,15.63,0.68,18.3,86.0,Satisfactory
78653,2019-10-12,Talcher,35.44,59.78,9.32,27.91,1.87,12.11,100.0,Satisfactory
53002,2019-10-12,Ahmedabad,109.48,212.8,245.62,178.58,68.52,54.14,904.0,Severe
30345,2019-10-12,Delhi,127.15,327.41,26.91,7.67,1.18,7.18,264.0,Poor
80867,2019-10-12,Jaipur,32.74,90.83,46.37,10.49,0.91,49.61,94.0,Satisfactory
34118,2019-10-12,Delhi,91.42,226.35,39.62,9.01,0.96,5.56,187.0,Moderate
73737,2019-10-12,Mumbai,48.5,105.88,21.76,20.82,0.25,28.69,90.0,Satisfactory
43389,2019-10-12,Delhi,77.62,203.25,67.21,4.11,0.43,61.75,165.0,Moderate
72583,2019-10-12,Mumbai,31.99,74.63,22.35,4.57,2.51,11.99,109.0,Moderate
74523,2019-10-12,Mumbai,52.3,95.04,18.55,5.95,0.7,42.22,111.0,Moderate
24029,2019-10-12,Delhi,105.24,157.26,23.8,9.31,1.32,44.17,239.0,Poor
2149,2019-10-12,Visakhapatnam,27.58,112.85,33.36,21.97,0.68,21.4,101.0,Moderate
37800,2019-10-12,Delhi,92.4,159.19,4.45,3.83,1.2,13.32,209.0,Poor
64556,2019-10-12,Bengaluru,43.92,95.12,41.26,3.42,1.2,29.08,95.0,Satisfactory
76078,2019-10-12,Mumbai,51.1,96.17,31.09,2.63,0.5,38.71,87.0,Satisfactory
72969,2019-10-12,Mumbai,39.27,62.76,7.55,34.15,0.58,36.64,70.0,Satisfactory
25793,2019-10-12,Delhi,99.1,220.16,87.64,6.97,1.66,43.7,229.0,Poor
40443,2019-10-12,Delhi,86.48,172.05,61.22,16.9,1.79,27.17,185.0,Moderate
35000,2019-10-12,Delhi,107.91,200.5,52.22,13.87,1.6,51.97,264.0,Poor
687,2019-10-12,Amaravati,7.09,24.44,7.41,13.87,0.65,29.37,72.0,Satisfactory
50993,2019-10-12,Delhi,117.23,255.48,47.42,12.09,1.39,31.04,276.0,Poor
106022,2019-10-12,Kolkata,47.32,74.13,28.73,5.45,1.16,13.74,117.0,Moderate
5633,2019-10-12,Chandigarh,58.03,106.62,5.64,12.45,0.72,26.84,107.0,Moderate
8148,2019-10-12,Delhi,132.78,297.61,80.82,9.08,2.46,22.46,313.0,Very Poor
70574,2019-10-12,Thiruvananthapuram,8.51,28.76,4.36,1.38,0.97,13.35,63.0,Satisfactory
105627,2019-10-12,Kolkata,54.51,88.39,32.59,4.01,0.89,32.22,94.0,Satisfactory
85311,2019-10-12,Hyderabad,22.93,48.52,29.21,1.41,0.42,18.7,50.0,Good
82963,2019-10-12,Jaipur,54.06,118.3,20.24,10.59,1.03,48.0,115.0,Moderate
82964,2019-10-13,Jaipur,63.0,175.81,21.05,14.14,0.89,47.92,130.0,Moderate
48500,2019-10-13,Delhi,124.29,255.17,26.63,11.57,1.12,52.73,268.0,Poor
39714,2019-10-13,Delhi,127.05,127.05,52.33,15.88,1.59,256.82,320.0,Very Poor
86545,2019-10-13,Hyderabad,38.34,72.96,21.68,2.59,0.48,28.28,67.0,Satisfactory
73364,2019-10-13,Mumbai,53.38,113.75,38.79,4.4,0.96,17.32,120.0,Moderate
36919,2019-10-13,Delhi,121.38,256.38,45.11,13.38,2.26,35.59,273.0,Poor
24030,2019-10-13,Delhi,131.95,184.97,26.95,10.8,1.59,42.04,295.0,Poor
74902,2019-10-13,Mumbai,50.92,104.32,51.24,12.59,0.5,43.19,146.0,Moderate
25794,2019-10-13,Delhi,122.42,289.62,84.98,8.58,1.88,44.56,277.0,Poor
98508,2019-10-13,Coimbatore,11.52,14.79,7.54,10.06,1.65,30.15,90.0,Satisfactory
70575,2019-10-13,Thiruvananthapuram,9.63,21.86,2.97,1.55,0.75,15.9,54.0,Satisfactory
50112,2019-10-13,Delhi,181.81,316.48,1.64,21.5,1.51,30.01,331.0,Very Poor
105230,2019-10-13,Kolkata,58.55,97.92,4.95,7.58,0.37,54.48,107.0,Moderate
15661,2019-10-13,Delhi,155.05,305.38,35.51,13.38,1.49,48.08,316.0,Very Poor
35001,2019-10-13,Delhi,143.09,249.51,52.63,11.71,1.81,51.03,301.0,Very Poor
104914,2019-10-13,Kolkata,79.68,104.86,40.71,7.27,0.8,50.64,118.0,Moderate
60655,2019-10-13,Bengaluru,19.43,48.7,24.75,2.49,0.57,20.32,79.0,Satisfactory
85312,2019-10-13,Hyderabad,26.89,52.89,30.61,2.08,0.61,18.79,56.0,Satisfactory
94104,2019-10-13,Chennai,12.88,34.46,5.89,9.46,0.39,126.58,165.0,Moderate
8149,2019-10-13,Delhi,180.81,363.1,93.78,13.45,3.56,25.58,335.0,Very Poor
78654,2019-10-13,Talcher,34.7,57.17,9.14,31.68,2.02,12.79,110.0,Moderate
76389,2019-10-13,Shillong,17.32,27.42,3.54,6.26,0.26,35.77,44.0,Good
34119,2019-10-13,Delhi,154.35,333.12,48.03,12.21,1.2,4.56,302.0,Very Poor
80868,2019-10-13,Jaipur,36.07,101.39,42.34,11.6,0.9,58.16,119.0,Moderate
5634,2019-10-13,Chandigarh,57.61,112.63,4.3,11.66,0.71,19.64,98.0,Satisfactory
74524,2019-10-13,Mumbai,40.77,69.9,14.66,5.86,7.73,28.83,197.0,Moderate
84197,2019-10-13,Hyderabad,24.74,53.62,20.31,6.19,0.48,37.5,68.0,Satisfactory
63089,2019-10-13,Bengaluru,15.79,43.62,28.56,5.19,0.81,16.86,76.0,Satisfactory
2150,2019-10-13,Visakhapatnam,28.92,161.21,34.79,21.58,0.6,24.13,133.0,Moderate
72584,2019-10-13,Mumbai,28.57,61.64,21.92,4.57,2.79,11.38,114.0,Moderate
106958,2019-10-13,Kolkata,49.58,88.13,34.96,6.36,0.59,24.2,85.0,Satisfactory
107772,2019-10-13,Kolkata,72.36,110.2,52.4,3.85,1.5,24.92,137.0,Moderate
2652,2019-10-13,Guwahati,60.17,105.48,20.3,16.42,0.76,18.37,113.0,Moderate
33237,2019-10-13,Delhi,97.43,223.45,24.92,10.38,0.86,51.64,191.0,Moderate
77729,2019-10-13,Brajrajnagar,30.73,71.59,6.99,8.85,2.07,5.29,103.0,Moderate
40444,2019-10-13,Delhi,104.0,206.98,65.4,16.67,1.86,24.73,220.0,Poor
76079,2019-10-13,Mumbai,48.71,85.64,28.49,3.59,0.52,38.8,100.0,Satisfactory
16543,2019-10-13,Delhi,110.71,231.88,67.77,8.58,1.37,6.81,244.0,Poor
76678,2019-10-13,Bhopal,55.86,199.68,61.95,9.7,1.47,63.59,168.0,Moderate
81982,2019-10-13,Jaipur,74.71,128.81,60.22,10.62,0.54,30.5,126.0,Moderate
37801,2019-10-13,Delhi,125.51,198.28,4.78,3.64,1.19,16.12,269.0,Poor
